field_name_1,ticker,title,description,author,url,source,timestamp,published_at,sentiment
725171,ZTS,"Here's Why I Think Zoetis (NYSE:ZTS) Is An Interesting Stock","Some have more dollars than sense, they say, so even companies that have no revenue, no profit, and a record of...",,https://finance.yahoo.com/news/heres-why-think-zoetis-nyse-173607491.html,Yahoo.com,,2020-01-23T17:36:07Z,0.3
724027,ABBV,2 Dividend-Paying Biotech Stocks Worth Owning in 2020,Dividend investors may want to strongly consider buying AbbVie and Gilead Sciences right now.,newsfeedback@fool.com (George Budwell),https://www.fool.com/investing/2020/01/23/2-dividend-paying-biotech-stocks-worth-owning-in-2.aspx,Fool.com,,2020-01-23T16:29:00Z,0.51
724169,BMY,"Bristol-Myers Squibb: The Merger Is Complete, Time To Shine","Bristol-Myers Squibb has finally completed the acquisition of Celgene, now is the time to shine.The company performed incredibly well in 2019 - better than it originally anticipated - especially with asset spin-offs. That is expected to continue into the 2020…",The Value Portfolio,https://seekingalpha.com/article/4318551-bristol-myers-squibb-merger-is-complete-time-to-shine,Seekingalpha.com,,2020-01-23T13:49:01Z,0.79
723692,LLY,What Company Will Eli Lilly Buy Next?,"Following the announced buyout of Dermira, Eli Lilly’s management said more acquisitions are in store for 2020.",newsfeedback@fool.com (David Haen),https://www.fool.com/investing/2020/01/23/what-company-will-eli-lilly-buy-next.aspx,Fool.com,,2020-01-23T12:00:00Z,0
722900,ALLY,Ally Financial (ALLY) Q4 2019 Earnings Call Transcript,"ALLY earnings call for the period ending December 31, 2019.",newsfeedback@fool.com (Motley Fool Transcribing),https://www.fool.com/earnings/call-transcripts/2020/01/22/ally-financial-ally-q4-2019-earnings-call-transcri.aspx,Fool.com,,2020-01-23T02:01:00Z,0
723123,JNJ,Johnson & Johnson (JNJ) Q4 2019 Earnings Call Transcript,"JNJ earnings call for the period ending December 31, 2019.",newsfeedback@fool.com (Motley Fool Transcribers),https://www.fool.com/earnings/call-transcripts/2020/01/22/johnson-johnson-jnj-q4-2019-earnings-call-transcri.aspx,Fool.com,,2020-01-22T21:30:38Z,0
722901,ALLY,Ally Financial Inc. (ALLY) CEO Jeffrey Brown on Q4 2019 Results - Earnings Call Transcript,,SA Transcripts,https://seekingalpha.com/article/4318413-ally-financial-inc-ally-ceo-jeffrey-brown-on-q4-2019-results-earnings-call-transcript,Seekingalpha.com,,2020-01-22T21:03:14Z,0
721777,ALLY,Ally Financial Inc. 2019 Q4 - Results - Earnings Call Presentation,,SA Transcripts,https://seekingalpha.com/article/4318283-ally-financial-inc-2019-q4-results-earnings-call-presentation,Seekingalpha.com,,2020-01-22T13:54:02Z,0
721778,ALLY,Ally Financial Reports Fourth Quarter and Full Year 2019 Financial Results,Ally Financial Inc. (NYSE: ALLY) today reported its fourth quarter and full year 2019 financial results. View the full press release in PDF.,PR Newswire,https://news.yahoo.com/ally-financial-reports-fourth-quarter-123000279.html,Yahoo.com,,2020-01-22T12:30:00Z,0
722137,JNJ,"Johnson & Johnson Earnings Mixed; JNJ Stock Falls - Investor's Business Daily","Johnson & Johnson Earnings Mixed; JNJ Stock Falls Investor's Business Daily Johnson & Johnson beats Wall Street expectations on profit, misses on revenue CNBC Johnson & Johnson’s Profit, Sales Rise The Wall Street Journal Here's How Much Investing $100 In Joh…","Investor's Business Daily",https://www.investors.com/news/technology/jnj-stock-johnson-and-johnson-earnings-q4-2019/,Investors.com,,2020-01-22T12:02:00Z,0.6
721385,JNJ,Johnson & Johnson Reports 2019 Fourth-Quarter And Full Year Results:,"NEW BRUNSWICK, N.J., Jan. 22, 2020 /PRNewswire/ -- Johnson & Johnson (NYSE: JNJ) today announced results for fourth-quarter and full year 2019. ""We delivered strong underlying sales and earnings growth in 2019, driven by the strength of our Pharmaceutical bus…",,https://www.prnewswire.com/news-releases/johnson--johnson-reports-2019-fourth-quarter-and-full-year-results-300991143.html,Prnewswire.com,,2020-01-22T11:30:00Z,0.84
721388,LLY,"Eli Lilly's Acquisition Strategy, And Other News: The Good, Bad And Ugly Of Biopharma",Eli Lilly provided an update on panned acquisition for 2020.HSDT collaborates with University Health Network in Canada.DRRX gets a split vote from the FDA advisory committee.,Avisol Capital Partners,https://seekingalpha.com/article/4318229-eli-lillys-acquisition-strategy-and-news-good-bad-and-ugly-of-biopharma,Seekingalpha.com,,2020-01-22T09:25:17Z,-0.6
720445,ALLY,"Notable earnings before Wednesday's open","<ul><li><a href='https://seekingalpha.com/symbol/ABT' title='Abbott Laboratories'>ABT</a>, <a href='https://seekingalpha.com/symbol/ALLY' title='Ally Financial Inc.'>ALLY</a>, <a href='https://seekingalpha.com/symbol/APH' title='Amphenol Corporation'>APH</a>,…",Akanksha Bakshi,https://seekingalpha.com/news/3533073-notable-earnings-wednesdays-open,Seekingalpha.com,,2020-01-21T22:30:44Z,0
719651,LLY,Governor Cooper Announces over 460 Jobs in Durham as Eli Lilly and Company Selects North Carolina for Major Pharmaceutical Plant,"RALEIGH, N.C., Jan. 21, 2020 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY), a global healthcare and biopharmaceutical company, will invest over $470 million and create more than 460 new jobs in Durham, Governor Roy Cooper announced today. The project will…",,https://www.prnewswire.com/news-releases/governor-cooper-announces-over-460-jobs-in-durham-as-eli-lilly-and-company-selects-north-carolina-for-major-pharmaceutical-plant-300990502.html,Prnewswire.com,,2020-01-21T17:47:00Z,0.27
719652,LLY,Pharma giant Eli Lilly and Company taps Durham for 450+ jobs,Eli Lilly and Company plans to bring more than 462 jobs to a new Durham County facility. The drug giant picked Durham County for a $474 million investment over competing sites in both Indiana and Pennsylvania. The announcement was made Tuesday. Eli Lilly (NYS…,Lauren Ohnesorge,https://www.bizjournals.com/triangle/news/2020/01/21/pharma-giant-eli-lilly-and-company-taps-durham-for.html?ana=RSS&s=article_search&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+bizj_national+%28Bizjournals+National+Feed%29,Bizjournals.com,,2020-01-21T16:23:30Z,0
719464,BMY,How Does Bristol-Myers Squibb’s Revenue And Other Key Metrics Compare With That of Merck?,"Bristol-Myers Squibb and Merck primarily serve the pharmaceuticals products markets. The companies discover, develop, and sell pharmaceutical products globally. Their drugs are used for the treatment of various types of diseases, including cancer, heart-relat…","Trefis Team, Contributor, Trefis Team, Contributor https://www.forbes.com/sites/greatspeculations/people/trefis/",https://www.forbes.com/sites/greatspeculations/2020/01/21/how-does-bristol-myers-squibbs-revenue-and-other-key-metrics-compare-with-that-of-merck/,Forbes.com,,2020-01-21T15:30:00Z,-0.66
719335,ABBV,AbbVie: Undervalued And Poised For A 2020 Breakout,"With many stocks at all-time highs, the bar for 2020 is extremely high and it gets more and more difficult to find stocks at attractive valuations.One of these very few stocks left which offer such a profile is healthcare large-cap AbbVie, a stock which had a…",Stefan Redlich,https://seekingalpha.com/article/4317971-abbvie-undervalued-and-poised-for-2020-breakout,Seekingalpha.com,,2020-01-21T13:45:06Z,0.21
718947,BMY,"I'm Buying 2 Of These 3 Fast-Growing Blue Chips For My Retirement Portfolio","Each week, I buy quality dividend stocks based on the principle of ""quality first, valuation second, and prudent risk management always.""This week, I'm buying $750 worth of two stocks.The candidates are: Polaris Industries, Broadcom and Bristol-Myers Squibb.E…",Dividend Sensei,https://seekingalpha.com/article/4317979-buying-2-of-3-fast-growing-blue-chips-for-retirement-portfolio,Seekingalpha.com,,2020-01-21T08:45:47Z,-0.05
718045,ABBV,"AbbVie Stock's 7.3% Total Yield Leaves It Very Undervalued","The Allergan deal, closing shortly, will boost earnings and dividends and push AbbVie's stock higher.AbbVie has had consistent and regular dividend growth, making the stock very attractive to dividend investors.I estimate the stock is worth $135.62, or 54% hi…",Mark Hake CFA,https://seekingalpha.com/article/4317901-abbvie-stocks-7_3-total-yield-leaves-undervalued,Seekingalpha.com,,2020-01-20T17:02:33Z,0.86
718114,BMY,Should Value Investors Buy Bristol-Myers Squibb (BMY) Stock?,"Here at Zacks, our focus is on the proven Zacks Rank system, which emphasizes earnings estimates and estimate revisions to find great stocks. Nevertheless, we are always paying attention to the latest value, growth, and momentum trends to underscore strong pi…",Zacks Equity Research,https://finance.yahoo.com/news/value-investors-buy-bristol-myers-165004294.html,Yahoo.com,,2020-01-20T16:50:04Z,0.93
718224,MRK,Is Merck & Co. (MRK) a Profitable Pick for Value Investors?,Merck & Co. (MRK) stock may be a good choice for value-oriented investors right now from multiple angles.,Zacks Equity Research,https://finance.yahoo.com/news/merck-co-mrk-profitable-pick-143502227.html,Yahoo.com,,2020-01-20T14:35:02Z,0.8
717352,LLY,I don’t let my work affect me emotionally: Luca Visini,"Some #MondayMotivation from 47-year-old MD of Eli Lilly for India, Nepal, Sri Lanka and Bangladesh",Rashmi Menon,https://www.livemint.com/mint-lounge/business-of-life/i-don-t-let-my-work-affect-me-emotionally-luca-visini-11579446822950.html,Livemint.com,,2020-01-19T17:48:44Z,0
717269,ABBV,"American Airlines, Netflix, Starbucks and More Major Earnings This Week","24/7 Wall St. has put together a preview of AbbVie, American Airlines, Netflix, Starbucks and some of the other most prominent earnings reports due in this truncated trading week.",247chrislange,https://247wallst.com/investing/2020/01/19/abbvie-american-airlines-netflix-starbucks-and-more-major-earnings-this-week/,247wallst.com,,2020-01-19T12:05:41Z,0.38
717270,ABBV,Better Buy: Abbott Laboratories vs. AbbVie,Which stock wins in a matchup between these two healthcare siblings?,newsfeedback@fool.com (Keith Speights),https://www.fool.com/investing/2020/01/19/better-buy-abbott-laboratories-vs-abbvie.aspx,Fool.com,,2020-01-19T12:03:00Z,0.77
716883,LLY,What Does the Future Hold for Nextcure?,"Nextcure's solid footing should sustain it despite Eli Lilly walking away from an R&D pact.",newsfeedback@fool.com (David Haen),https://www.fool.com/investing/2020/01/18/what-does-the-future-hold-for-nextcure.aspx,Fool.com,,2020-01-18T15:00:00Z,0.15
716882,JNJ,"If You Had Bought Johnson & Johnson (NYSE:JNJ) Shares Five Years Ago You'd Have Made 46%","If you buy and hold a stock for many years, you'd hope to be making a profit. Better yet, you'd like to see the share...",Simply Wall St,https://finance.yahoo.com/news/had-bought-johnson-johnson-nyse-143510510.html,Yahoo.com,,2020-01-18T14:35:10Z,0.91
716884,MRK,Significant Study on Veterinary Wellbeing Reveals Importance of Continued Focus on Personal and Professional Health and Wellbeing Among Veterinarians,"ORLANDO, Fla., Jan. 18, 2020 /PRNewswire/ -- Merck Animal Health, a division of Merck & Co., Inc., Kenilworth, N.J., USA (NYSE:MRK), today announced the results of a comprehensive study of wellbeing and mental health among U.S. veterinarians, which are critic…",,https://prnmedia.prnewswire.com:443/news-releases/significant-study-on-veterinary-wellbeing-reveals-importance-of-continued-focus-on-personal-and-professional-health-and-wellbeing-among-veterinarians-300989201.html,Prnewswire.com,,2020-01-18T14:00:00Z,0.65
715606,LLY,"Eli Lilly's Shopping Spree Won't Stop With Dermira, CFO Shares Plans For More Deals In 2020","The Midwest's largest drugmaker isn't finished making mid-sized deals.",newsfeedback@fool.com (Cory Renauer),https://www.fool.com/investing/2020/01/17/eli-lillys-shopping-spree-wont-stop-with-dermira-c.aspx,Fool.com,,2020-01-17T15:53:00Z,0.47
715592,JNJ,Is Johnson & Johnson (JNJ) A Good Pick for Value Investors?,"Is Johnson & Johnson (JNJ) a great pick from the value investor's perspective right now? Read on to know more.",Zacks Equity Research,https://finance.yahoo.com/news/johnson-johnson-jnj-good-pick-144502783.html,Yahoo.com,,2020-01-17T14:45:02Z,0.9
715410,BMY,Is Bristol-Myers Squibb (BMY) a Good Stock to Pick Now?,"Is Bristol-Myers Squibb (BMY) a great pick from the value investor's perspective right now? Read on to know more.",Zacks Equity Research,https://finance.yahoo.com/news/bristol-myers-squibb-bmy-good-143502012.html,Yahoo.com,,2020-01-17T14:35:02Z,0.87
715607,LLY,"Eli Lilly targets quarterly deals of $1 billion to $5 billion in 2020, CFO says","Eli Lilly aims to announce roughly one $1 billion to $5 billion deal every quarter in 2020, its chief financial officer told Reuters, as the U.S. drugmaker looks to build up its pipeline of future products.",Reuters,https://www.cnbc.com/2020/01/17/eli-lilly-targets-quarterly-deals-of-1-billion-to-5-billion-in-2020-cfo-says.html,CNBC,,2020-01-17T11:30:50Z,0
714998,LLY,Eli Lilly targets buying spree in 2020,"Looking to build up its pipeline of future products, Eli Lilly (NYSE:LLY) aims to announce a $1B-$5B deal for each quarter of 2020.The acquisitions will focus largely on earlier stage opportunities ac",SA Editor Yoel Minkoff,https://seekingalpha.com/news/3532615-eli-lilly-targets-buying-spree-in-2020,Seekingalpha.com,,2020-01-17T08:51:57Z,0.38
714375,LLY,Eli Lilly targets quarterly deals of US$1 billion-US$5 billion in 2020: CFO,"Eli Lilly and Co  aims to announce roughly one US$1 billion to US$5 billion deal every quarter in 2020, its chief financial officer told Reuters, as the U.S. drugmaker looks to build up its pipeline of future products.",CNA,https://www.channelnewsasia.com/news/business/eli-lilly-targets-quarterly-deals-of-us-1-billion-us-5-billion-in-2020--cfo-12270318,Channelnewsasia.com,,2020-01-16T23:30:55Z,0
714376,LLY,Eli Lilly targets quarterly deals of $1 billion-$5 billion in 2020 - CFO,"Eli Lilly and Co aims to announce roughly one $1 billion (765 million pounds) to $5 billion (3.8 billion pounds) deal every quarter in 2020, its chief financial officer told Reuters, as the U.S. drugmaker looks to build up its pipeline of future products. It …","By Carl O'Donnell",https://finance.yahoo.com/news/eli-lilly-targets-quarterly-deals-232354218.html,Yahoo.com,,2020-01-16T23:23:54Z,0
714377,LLY,Eli Lilly targets quarterly deals of $1 billion-$5 billion in 2020: CFO,"Eli Lilly and Co aims to announce roughly one $1 billion to $5 billion deal every quarter in 2020, its chief financial officer told Reuters, as the U.S. drugmaker looks to build up its pipeline of future products. It will focus largely on earlier stage opport…","By Carl O'Donnell",https://finance.yahoo.com/news/eli-lilly-targets-quarterly-deals-232341310.html,Yahoo.com,,2020-01-16T23:23:41Z,0
714378,LLY,Eli Lilly targets quarterly deals of $1 bln-$5 bln in 2020 -CFO,"Eli Lilly and Co aims to announce roughly one $1 billion to $5 billion deal every quarter in 2020, its chief financial officer told Reuters, as the U.S. drugmaker looks to build up its pipeline of future products.","Carl O'Donnell",https://www.reuters.com/article/us-usa-healthcare-jpmorgan-eli-lilly-idUSKBN1ZF2YJ,Reuters,,2020-01-16T23:20:47Z,0
714379,LLY,Eli Lilly (LLY) Gains But Lags Market: What You Should Know,"Eli Lilly (LLY) closed the most recent trading day at $141.43, moving +0.23% from the previous trading session.",Zacks Equity Research,https://finance.yahoo.com/news/eli-lilly-lly-gains-lags-225010353.html,Yahoo.com,,2020-01-16T22:50:10Z,-0.03
714380,LLY,Lilly Confirms Date and Conference Call for Fourth-Quarter 2019 Financial Results Announcement,"INDIANAPOLIS, Jan. 16, 2020 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY) will announce its fourth-quarter and full-year 2019 financial results on Thursday, January 30, 2020. Lilly will also conduct a conference call on that day with the investment commun…",,https://www.prnewswire.com/news-releases/lilly-confirms-date-and-conference-call-for-fourth-quarter-2019-financial-results-announcement-300988567.html,Prnewswire.com,,2020-01-16T20:45:00Z,0
713111,ABBV,"Like AbbVie, Buy Allergan, It's A No-Brainer","The AbbVie bid for Allergan follows close on the heels of and has some similarities to the Bristol-Myers acquisition of Celgene.Similar to Bristol-Myers/Celgene, there's much discussion of arbitrage opportunities and which strategy (buying AbbVie or Allergan)…",Robert Honeywill,https://seekingalpha.com/article/4317282-like-abbvie-buy-allergan-no-brainer,Seekingalpha.com,,2020-01-16T16:02:53Z,0.62
713113,ABBV,Why AbbVie Stock Dipped in 2019,"AbbVie's shares had an off year in 2019. Here's why.",newsfeedback@fool.com (George Budwell),https://www.fool.com/investing/2020/01/16/why-abbvie-stock-dipped-in-2019.aspx,Fool.com,,2020-01-16T15:00:00Z,0.3
713400,LLY,"Collins lies about Sackler contribution, won't return Eli Lilly money (Mike Tipping/Beacon)","Mike Tipping / Beacon : Collins lies about Sackler contribution, won't return Eli Lilly money — In a conversation with a constituent last week, U.S. Senator Susan Collins at first flatly denied she had accepted money from both the Sackler family, owners of Pu…",,https://www.memeorandum.com/200116/p26,Memeorandum.com,,2020-01-16T14:30:02Z,-0.75
713420,MRK,Merck Completes Acquisition of ArQule,"KENILWORTH, N.J.--(BUSINESS WIRE)---- $MRK #MRK--Merck Completes Acquisition of ArQule",,https://www.businesswire.com/news/home/20200116005463/en/Merck-Completes-Acquisition-ArQule,Businesswire.com,,2020-01-16T13:52:44Z,0
713401,LLY,Collins Falsely Denies Taking Money from Sacklers,"Sen. Susan Collins (R-ME) was caught on video flatly denying that she had accepted campaign contributions from both the Sackler family, owners of Purdue Pharmaceuticals, and drug company giant Eli Lilly. Collins has, in fact, received contributions from both …",Taegan Goddard,https://politicalwire.com/2020/01/16/collins-falsely-denies-taking-money-from-sacklers/,Politicalwire.com,,2020-01-16T13:39:29Z,-0.48
713114,ABBV,5 Key Things Investors Should Look Forward to With AbbVie in 2020,"The big drugmaker's top executives laid out a vision for AbbVie's future at the J.P. Morgan Healthcare Conference this week.",newsfeedback@fool.com (Keith Speights),https://www.fool.com/investing/2020/01/16/5-key-things-investors-should-look-forward-to-with.aspx,Fool.com,,2020-01-16T12:31:00Z,0.42
712688,ZTS,Zoetis (ZTS) Presents At 38th Annual J.P. Morgan Healthcare Conference - Slideshow,,SA Transcripts,https://seekingalpha.com/article/4317110-zoetis-zts-presents-38th-annual-j-p-morgan-healthcare-conference-slideshow,Seekingalpha.com,,2020-01-15T20:24:13Z,0
710569,BMY,U.S. Food and Drug Administration Accepts for Priority Review Bristol-Myers Squibb’s Application for Opdivo (nivolumab) Plus Yervoy (ipilimumab) in First-Line Non-Small Cell Lung Cancer,"PRINCETON, N.J.--(BUSINESS WIRE)---- $BMY #BMS--U.S. FDA Accepts for Priority Review Bristol-Myers Squibb’s Application for Opdivo Plus Yervoy in First-Line Non-Small Cell Lung Cancer",,https://www.businesswire.com/news/home/20200115005245/en/U.S.-Food-Drug-Administration-Accepts-Priority-Review,Businesswire.com,,2020-01-15T12:08:30Z,-0.2
710082,LLY,"Eli Lilly and Company's (LLY) CEO Dave Ricks Presents at 38th Annual JPMorgan Healthcare Conference (Transcript)",,SA Transcripts,https://seekingalpha.com/article/4316909-eli-lilly-and-companys-lly-ceo-dave-ricks-presents-38th-annual-jpmorgan-healthcare-conference,Seekingalpha.com,,2020-01-15T01:46:32Z,0
709828,ABBV,"AbbVie And Allergan Merger, And Other News: The Good, Bad And Ugly Of Biopharma",AbbVie gets conditional approval for Allergan merger in Europe.Akari reports positive nomacopan data.Cryoport slumps on Q4 results.,Avisol Capital Partners,https://seekingalpha.com/article/4316881-abbvie-and-allergan-merger-and-news-good-bad-and-ugly-of-biopharma,Seekingalpha.com,,2020-01-14T22:07:58Z,0.42
710223,PRGO,Why Perrigo Shares Are Jumping Today,"Investors responded positively to the drugmaker's sneak peek at its Q4 and full-year results.",newsfeedback@fool.com (Keith Speights),https://www.fool.com/investing/2020/01/14/why-perrigo-shares-are-jumping-today.aspx,Fool.com,,2020-01-14T20:33:00Z,0.68
709034,LLY,"Eli Lilly Interested in Bolt-On Acquisitions, CEO Says",,,https://www.bloomberg.com/news/videos/2020-01-14/eli-lilly-interested-in-bolt-on-acquisitions-ceo-says-video,Bloomberg,,2020-01-14T17:54:32Z,0.4
709035,LLY,Eli Lilly Releasing Cheaper Insulin Generic to Compete With Lispro Products,"Eli Lilly's introducing lower-priced generic versions of its most popular insulin products.",newsfeedback@fool.com (Cory Renauer),https://www.fool.com/investing/2020/01/14/eli-lilly-releasing-cheaper-insulin-generic-to-com.aspx,Fool.com,,2020-01-14T16:46:00Z,0.48
708816,BMY,Bristol-Myers Squibb (BMY) Presents At 38th Annual J.P. Morgan Healthcare Conference - Slideshow,,,https://seekingalpha.com/article/4316743-bristol-myers-squibb-bmy-presents-38th-annual-j-p-morgan-healthcare-conference-slideshow?source=feed_tag_us,Seekingalpha.com,,2020-01-14T16:42:19Z,0
709267,PRGO,"Perrigo stock up 9% as Leerink says sales guidance was 'particularly strong'","Shares of Perrigo Co. Plc rallied about 9% on Tuesday, after Leerink said sales guidance offered earlier in the day was strong. The company said it expects sales to total about $1.3 billion for the fourth quarter and $4.8 billion for the full year, both numbe…",Ciara Linnane,https://www.marketwatch.com/story/perrigo-stock-up-9-as-leerink-says-sales-guidance-was-particularly-strong-2020-01-14,Marketwatch.com,,2020-01-14T16:25:03Z,0.51
708713,ALLY,Ally Financial declares $0.19 dividend,"Ally Financial (NYSE:ALLY) declares $0.19/share quarterly dividend, 11.8% increase from prior dividend of $0.17.Forward yield 2.54%Payable Feb. 14; for shareholders of record Jan. 31; ex-div Jan. 30.S",SA Dividend Announcements,https://seekingalpha.com/news/3531658-ally-financial-declares-0_19-dividend,Seekingalpha.com,,2020-01-14T14:03:02Z,0.32
709268,PRGO,Perrigo shares jump 2.8% premarket after offering above-consensus sales guidance,"Perrigo Co. Plc said Tuesday it expects 2019 sales to come to $4.8 billion, up 2% from the year-earlier period and ahead of the $3.98 billion FactSet consensus. In a statement released ahead of an investor conference, the Dublin-based company said it had an ""…",Ciara Linnane,https://www.marketwatch.com/story/perrigo-shares-jump-28-premarket-after-offering-above-consensus-sales-guidance-2020-01-14,Marketwatch.com,,2020-01-14T13:47:34Z,0.3
709269,PRGO,Perrigo To Provide Self-Care Transformation Update At J.P. Morgan Healthcare Conference; Announces Robust Preliminary Unaudited Fourth Quarter 2019 Net Sales,"Perrigo Company plc (NYSE: PRGO) (TASE: PRGO) Chief Executive Officer and President Murray S. Kessler will highlight the progress of the Company's transformation into a consumer self-care company and discuss certain financial metrics for recently completed pe…",PR Newswire,https://news.yahoo.com/perrigo-self-care-transformation-j-133000286.html,Yahoo.com,,2020-01-14T13:30:00Z,0.83
709036,LLY,Eli Lilly to launch half-priced versions of two more insulin treatments,"Eli Lilly and Co said on Tuesday it planned to sell two versions of insulin at half their current list prices, eight months after it started selling a half-priced version of its popular Humalog injection.",Reuters Editorial,https://www.reuters.com/article/us-lilly-insulin-idUSKBN1ZD1JN,Reuters,,2020-01-14T12:29:03Z,0.42
708695,ABBV,"AbbVie's Maviret now listed on the Newfoundland and Labrador Formulary",AbbVie (NYSE:ABBV) announces that MAVIRET (glecaprevir/pibrentasvir tablets) is now listed on the Newfoundland and Labrador Formulary.MAVIRET is a once-daily ribavirin-free treatment for adults and a,Mamta Mayani,https://seekingalpha.com/news/3531598-abbvies-maviret-now-listed-on-newfoundland-and-labrador-formulary,Seekingalpha.com,,2020-01-14T12:19:27Z,0
708304,LLY,Lilly expands low-priced insulin offerings,"Eli Lilly (NYSE:LLY) intends to add two more cost-saving options to its lineup of solutions for its insulin users, specifically, lower-priced versions of Humalog Mix75/25 KwikPen (insulin lispro prota",SA Editor Douglas W. House,https://seekingalpha.com/news/3531587-lilly-expands-low-priced-insulin-offerings,Seekingalpha.com,,2020-01-14T11:59:35Z,0.27
708305,LLY,Lilly expands insulin affordability options with lower-priced versions of Humalog® Mix75/25™ KwikPen® and Humalog® Junior KwikPen®,"INDIANAPOLIS, Jan. 14, 2020 /PRNewswire/ -- Eli Lilly and Company (NYSE: LLY) today announced plans to add two more cost-saving options to its suite of solutions for people who use Lilly insulin by introducing lower-priced versions of Humalog® Mix75/25™ KwikP…",,https://www.prnewswire.com/news-releases/lilly-expands-insulin-affordability-options-with-lower-priced-versions-of-humalog-mix7525-kwikpen-and-humalog-junior-kwikpen-300986041.html,Prnewswire.com,,2020-01-14T11:45:00Z,0.27
707679,MRK,"Merck & Co., Inc. (MRK) CEO Ken Frazier Presents Annual J.P. Morgan Healthcare Conference (Transcript)",,SA Transcripts,https://seekingalpha.com/article/4316624-merck-co-inc-mrk-ceo-ken-frazier-presents-annual-j-p-morgan-healthcare-conference-transcript,Seekingalpha.com,,2020-01-14T03:59:05Z,0
708150,ZTS,"Global Veterinary Pharmaceuticals Market Analysis and Outlook, 2015-2030 - Zoetis Led the Market in 2018, Commanding 16.6% of the Market, Followed by Boehringer Ingelheim (14.9%) and Merck & Co (14%)","DUBLIN, Jan. 13, 2020 /PRNewswire/ -- The ""Veterinary Pharmaceuticals Global Market Opportunities And Strategies To 2030"" report has been added to ResearchAndMarkets.com's offering. The report values the veterinary pharmaceuticals market at $33,762.4 million …",,https://prnmedia.prnewswire.com:443/news-releases/global-veterinary-pharmaceuticals-market-analysis-and-outlook-2015-2030---zoetis-led-the-market-in-2018--commanding-16-6-of-the-market-followed-by-boehringer-ingelheim-14-9-and-merck--co-14-300985840.html,Prnewswire.com,,2020-01-13T21:45:00Z,0.65
706289,ABBV,Why AbbVie Could Be a Great Buy in 2020,"The stock has already rallied 20% over the past three months, and with a new drug in the mix, it could continue to climb even higher.",newsfeedback@fool.com (David Jagielski),https://www.fool.com/investing/2020/01/13/why-abbvie-could-be-a-great-buy-in-2020.aspx,Fool.com,,2020-01-13T17:04:10Z,0.62
706636,LLY,Eli Lilly ditches NextCure pact,Eli Lilly has killed off its deal with immuno-oncology biotech NextCure after spending $25 million upfront on the pact just over a year ago.,Ben Adams,https://www.fiercebiotech.com/biotech/eli-lilly-ditches-nextcure-pact,Fiercebiotech.com,,2020-01-13T15:15:32Z,-0.67
706315,ALLY,"Sathish Muthukrishnan joins Ally Financial as Chief Information, Data and Digital Officer","DETROIT, Jan. 13, 2020 /PRNewswire/ -- Ally Financial announced that Sathish Muthukrishnan has joined the company as chief information, data and digital officer. Muthukrishnan will lead Ally's technology, data and digital transformation teams, with a focus on…",,https://www.prnewswire.com/news-releases/sathish-muthukrishnan-joins-ally-financial-as-chief-information-data-and-digital-officer-300985583.html,Prnewswire.com,,2020-01-13T15:00:00Z,0
705956,LLY,Tyvyt® (Sintilimab Injection) Combined with ALIMTA® (Pemetrexed) and Platinum Met Predefined Primary Endpoint in Phase 3 ORIENT-11 Study as First-Line Therapy in Nonsquamous NSCLC,"Today, Eli Lilly and Company (NYSE: LLY) jointly announced with Innovent Biologics, Inc. the results of a Phase 3 study in China; the ORIENT-11 trial of Tyvyt® (sintilimab injection) in combination with ALIMTA® (pemetrexed) and platinum in first-line advanced…",PR Newswire,https://news.yahoo.com/tyvyt-sintilimab-injection-combined-alimta-113000491.html,Yahoo.com,,2020-01-13T11:30:00Z,0
705957,LLY,Eli Lilly: More M&A To Add To The Pipeline Momentum,"Eli Lilly has seen a great run in 2019 driven by pipeline conversion into actual approved products, and thus growth.The company has at times engaged in dealmaking and now announces another $1 billion deal for Dermira.I like the progress of the business, yet r…",The Value Investor,https://seekingalpha.com/article/4316405-eli-lilly-m-to-add-to-pipeline-momentum,Seekingalpha.com,,2020-01-13T05:03:25Z,0.93
704916,ABBV,The AbbVie (NYSE:ABBV) Share Price Is Up 44% And Shareholders Are Holding On,You can receive the average market return by buying a low-cost index fund. But you can make superior returns by...,,https://finance.yahoo.com/news/abbvie-nyse-abbv-share-price-121800790.html,Yahoo.com,,2020-01-11T12:18:00Z,0.69
704538,LLY,Eli Lilly (LLY) Gains As Market Dips: What You Should Know,"In the latest trading session, Eli Lilly (LLY) closed at $138, marking a +1.53% move from the previous day.",Zacks Equity Research,https://finance.yahoo.com/news/eli-lilly-lly-gains-market-225010155.html,Yahoo.com,,2020-01-10T22:50:10Z,0.34
704535,JNJ,Janssen to expand R&D footprint in San Francisco,"Johnson &amp; Johnson (NYSE:JNJ) unit Janssen Pharmaceutical Companies announces that Janssen Research and Development, LLC plans to expand its presence in the San Francisco Bay area with a new R&amp;",SA Editor Douglas W. House,https://seekingalpha.com/news/3531088-janssen-to-expand-r-and-d-footprint-in-san-francisco,Seekingalpha.com,,2020-01-10T21:32:44Z,0.56
